SMID	SphinGOMAP ID	Automatically found from structure ChEBI ID	Manually mapped ChEBI ID	Name	generated_glyconomenclature	Category	category_assigned	LBID	Common Name	References	Lucila’s comment	generic glycosphingolipid SMILES	match_automatic_and_manual_chebi
38.0	38	142612	142612.0	IV2Fuc-III4-Lc4Cer/ Leb	Fucalpha1-2Galbeta1-3(Fucalpha1-4)GlcNAcbeta1-3Galbeta1-4GlcCer	Lacto	Lacto	GSG1376	Leb	Brockhaus et al. (1981), Egge & Hanfland (1981), McKibbin et al. (1982), Breimer (1984), Bjork et al. (1987)		*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	True
39.0	39	90379	90379.0	III3Fuc-nLc4Cer/ SSEA-1/ Lex pentasaccharide	Fucalpha1-3(Galbeta1-4)GlcNAcbeta1-3Galbeta1-4GlcCer	NeoLacto	Neolacto	GSG1168	X-hapten, SSEA-1, Lex-5	Hakomori & &rews (1970), Abe et al. (1983), Slomiany et al. (1975), McKibbin et al. (1982), Ariga et al. (1994; 1996), Breimer & Karlsson (1983), Fukuda et al. (1985)		*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	True
40.0	40	144415	144415.0	IV6-a-NeuNAc-nLc4Cer/6'-LM1	NeuAcalpha2-6Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcCer	NeoLacto	Neolacto	GSG1124		Watanabe et al. (1979), Prieto & Smith (1985), Mansson et al. (1985), Fredman et al. (1989), Iwamori et al. (1988), Wiegandt (1973), Hasegawa et al. (1991)		*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO[C@@]5(C(=O)[O-])O[C@@H]([C@@H]([C@@H](CO)O)O)[C@H](NC(C)=O)[C@@H](O)C5)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	True
41.0	41	90392	90392.0	IV3-a-NeuAc,III3-a-Fuc-nLc4Cer/ sialosyl-Lex	Fucalpha1-3(NeuAcalpha2-3Galbeta1-4)GlcNAcbeta1-3Galbeta1-4GlcCer	NeoLacto	Neolacto	GSG1119	sialyl-Lex-6	Rauvala (1976), Mansson et al. (1985), Ariga et al. (1993), Kameyama et al. (1991), Foxall et al. (1992), Hanisch et al. (1992), Suzuki et al. (1993), Ohmori et al. (1993), Saiki et al. (1996), Dinh et al. (1996), Tyrrell et al. (1991), Fukushima et al. (		*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@@]5(C(=O)[O-])O[C@@H]([C@@H]([C@@H](CO)O)O)[C@H](NC(C)=O)[C@@H](O)C5)[C@H]4O)[C@H](O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	True
42.0	42	90390	90390.0	IV3-a-NeuNAc-nLc4Cer	NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcCer	NeoLacto	Neolacto	GSG1118	sialosylparagloboside	Ando et al. (1973), Wherret (1973), Li et al. (1973), Ohashi & Yamakawa (1977), Chou et al. (1985), Wiegandt (1968), Kameyama et al. (1990), Suzuki et al. (1991, 1993)		*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@@]5(C(=O)[O-])O[C@@H]([C@@H]([C@@H](CO)O)O)[C@H](NC(C)=O)[C@@H](O)C5)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	True
43.0	43	90380	90380.0	IV3-a-Gal-nLc4Cer	Galalpha1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcCer	NeoLacto	Neolacto	GSG1162		Stellner et al. (1973), Uemura et al. (1978), Eto et al. (1968), Stellner & Hakomori (1974)		*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	True
44.0	44	144508	144508.0	IV3-a-[NeuNAc(2-8)NeuNAc]-nLc4Cer/ disialosylparagloboside 	NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcCer	NeoLacto	Neolacto	GSG1120		Rauvala et al. (1978), Kundu et al. (1983), Murakami-Murofushi et al. (1983)		*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@@]5(C(=O)[O-])O[C@@H]([C@@H]([C@@H](CO)O[C@@]6(C(=O)[O-])O[C@@H]([C@@H]([C@@H](CO)O)O)[C@H](NC(C)=O)[C@@H](O)C6)O)[C@H](NC(C)=O)[C@@H](O)C5)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	True
45.0	45	90803	90803.0	IV2-a-Fuc-nLc4Cer	Fucalpha1-2Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcCer	NeoLacto	Neolacto	GSG1164	H1 glycolipid, type II antigen	Koscielak et al. (1973), Uemura et al. (1978), Abe et al. (1983)		*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	True
46.0	46	144570	144570.0	IV3-a-Gal,IV2-a-Fuc-nLc4Cer/ type IIB	Fucalpha1-2(Galalpha1-3)Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcCer	NeoLacto	Neolacto	GSG1172	type II B antigen	Wherret & Hakomori (1973), Asfaw et al. (2002), Koscielak et al. (1973), Hanfland & Egge (1975), Uemura et al. (1978)		*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H]4O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	True
47.0	47	144542	144542.0	IV3-b-GalNAc,IV2-a-Fuc-nLc4Cer/ type IIA	Fucalpha1-2(GalNAcbeta1-3)Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcCer	NeoLacto	Neolacto	GSG1170	type II A antigen	Hakomori et al. (1972), Hakomori & Strycharz (1968), McKibbin et al. (1977), Kushi et al. (1990)		*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	True
48.0	48	144546	144546.0	IV2,III3-a-[Fuc]2-nLc4Cer	Fucalpha1-3(Fucalpha1-2Galbeta1-4)GlcNAcbeta1-3Galbeta1-4GlcCer	NeoLacto	Neolacto	GSG1267	Ley-6 	McKibbin et al. (1982), Abe et al. (1983)		*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H](O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	True
49.0	49	144648	144648.0	IV3-a-[Gal-b1-3GalNAc],IV2-a-Fuc-nLc4Cer/ type II galactosyl-A	Fucalpha1-2(Galbeta1-3GalNAcalpha1-3)Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcCer	NeoLacto	Neolacto	GSG1369		Clausen et al. (1987)		*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@H]5O[C@H](CO)[C@H](O)[C@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H]5NC(C)=O)[C@H]4O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	True
50.0	50	144476	144476.0	IV3-a-[Fuc-a-2Gal-b-3GalNAc],IV2-a-Fuc-nLc4Cer/ type III H	Fucalpha1-2(Fucalpha1-2Galbeta1-3GalNAcalpha1-3)Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcCer	NeoLacto	Neolacto	GSG1373	type III H antigen	Clausen et al. (1986) This structure is not shown in this reference PMID:3801409, shown in PMID:3944092 Fig2		*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@H]5O[C@H](CO)[C@H](O)[C@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]6O)[C@H]5NC(C)=O)[C@H]4O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	True
51.0	51	144479	144479.0	IV3-a-[a-GalNAc-3(Fuc-a-2)Gal-b-3GalNAc],IV2-a-Fuc-nLc4Cer/ type III Aa	Fucalpha1-2[Fucalpha1-2(GalNAcalpha1-3)Galbeta1-3GalNAcalpha1-3]Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcCer	NeoLacto	Neolacto	GSG1374	type III A antigen	Clausen et al. (1986)		*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@H]5O[C@H](CO)[C@H](O)[C@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O[C@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7NC(C)=O)[C@H]6O[C@@H]6O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]6O)[C@H]5NC(C)=O)[C@H]4O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	True
52.0	52	144378	144378.0	IV3-b-GlcNAc-nLc4Cer	GlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcCer	NeoLacto	Neolacto		nLcOse5			*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	True
53.0	53	90357	90357.0	nLc6Cer	Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcCer	NeoLacto	Neolacto	GSG1174	nLcOse6, i antigen	Uemura et al. (1978), Okada et al. (1984)		*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	True
54.0	54	144639	144639.0	VI2-a-Fuc-nLc6Cer/ Type II-H	Fucalpha1-2Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcCer	NeoLacto	Neolacto	GSG1175	type II H antigen	Koscielak et al. (1973) PMID:4745728 Fig1, 4 show this structure, Uemura et al. (1978) (PMID:564898) does not show this structure, Hakomori et al. (1987) cannot access paper		*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	True
55.0					Galbeta1-4GlcNAcbeta1-3(GlcNAcbeta1-6)Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcCer	NeoLacto	Neolacto					*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5NC(C)=O)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	
56.0	56	144678	144678.0	VI3-a-Gal,VI2-a-Fuc-nLc6Cer/ blood antigen group B-II	Fucalpha1-2(Galalpha1-3)Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcCer	NeoLacto	Neolacto	GSG1389	type II B antigen	Koscielak et al. (1973) PMID:4745728 does not determine this structure, Hanfland (1975)		*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O[C@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	True
57.0	57	144870	144870.0	IV6-b-[Gal-b-4GlcNAc]-nLc6Cer	Galbeta1-4GlcNAcbeta1-3(Galbeta1-4GlcNAcbeta1-6)Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcCer	NeoLacto	Neolacto	GSG1204	I antigen	Watanabe et al. (1979) PMID: 107170 shows this as an intermediate in the enzymatic degradation process to elucidate structure, Nudelman et al. (1989), Okada et al. (1984) PMID:6203982 shows this structure		*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	True
58.0	58	144724	144724.0	VI3-a-GalNAc,VI2-a-Fuc-nLc6Cer/ blood antigen group type II Ab	Fucalpha1-2(GalNAcalpha1-3)Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcCer	NeoLacto	Neolacto	GSG1390	type II A antigen	Hakomori et al. (1972, 1987), Breimer et al. (1988), Kushi et al. (1995), Bouhours et al. (1991), Watanabe & Hakomori (1976)		*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O[C@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7NC(C)=O)[C@H]6O[C@@H]6O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	True
59.0	59	144874	144874.0	VI2-a-Fuc,IV6-b-[Fuc-a-2Gal-b-4GlcNAc]-nLc6Cer	Fucalpha1-2Galbeta1-4GlcNAcbeta1-3(Fucalpha1-2Galbeta1-4GlcNAcbeta1-6)Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcCer	NeoLacto	Neolacto	GSG1393	H3 antigen	Watanabe et al. (1975, 1979) PMID:807238 shows this structure, Hakomori et al. (1987), Watanabe & Hakomori (1976), Fukuda & Levery (1983)		*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	True
60.0	60	90360	90360.0	V3-a-Fuc-nLc6Cer/ LeX/ Y2	Fucalpha1-3(Galbeta1-4)GlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcCer	NeoLacto	Neolacto	GSG1269	Lex-7	Kannagi et al. (1982), Fukuda et al (1985)		*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O[C@@H]6O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]6O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	True
61.0	61	144818	144818.0	VI3-a-Gal,VI2-a-Fuc,IV6-b-[Gal-a-3(Fuc)-a-2Gal-b-4GlcNAc]-nLc6Cer/ blood type III-B	Fucalpha1-2(Galalpha1-3)Galbeta1-4GlcNAcbeta1-3[Fucalpha1-2(Galalpha1-3)Galbeta1-4GlcNAcbeta1-6]Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcCer	NeoLacto	Neolacto		B-III antigen	Hanfland et al. (1984)		*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O[C@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O[C@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	True
62.0	62	144700	144700.0	V3,III3-a-Fuc2-nLc6Cer	Fucalpha1-3[Fucalpha1-3(Galbeta1-4)GlcNAcbeta1-3Galbeta1-4]GlcNAcbeta1-3Galbeta1-4GlcCer	NeoLacto	Neolacto	GSG1388	dimeric Lex	Fukushi et al. (1984), Hakomori et al. (1984), Ariga et al. (1994, 1996), Fukuda et al. (1985)		*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O[C@@H]6O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]6O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	True
63.0	63	144454	144454.0	VI6-a-NeuNAc-nLc6Cer	NeuAcalpha2-6Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcCer	NeoLacto	Neolacto	GSG1127		Watanabe et al. (1979)		*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO[C@@]7(C(=O)[O-])O[C@@H]([C@@H]([C@@H](CO)O)O)[C@H](NC(C)=O)[C@@H](O)C7)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	True
64.0	64	90339	90339.0	VI3-a-NeuNAc-nLc6Cer	NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcNAcbeta1-3Galbeta1-4GlcCer	NeoLacto	Neolacto	GSG1125	G6 Ganglioside, Sialosyllactosaminylparagloboside	Wiegandt (1973, 1974), Taki et al. (1988), Chien et al. (1978), Rauvala (1976), Fukuda et al. (1985), Niemann et al. (1978)		*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O[C@@]7(C(=O)[O-])O[C@@H]([C@@H]([C@@H](CO)O)O)[C@H](NC(C)=O)[C@@H](O)C7)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	True
65.0	65	90358	90358.0	III3-a-Fuc-nLc6Cer	Fucalpha1-3(Galbeta1-4GlcNAcbeta1-3Galbeta1-4)GlcNAcbeta1-3Galbeta1-4GlcCer	NeoLacto	Neolacto	GSG1435		Fukushi et al. (1984), Nudelman et al. (1988)		*[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)*	True
